REF_DATE,GEO,Finfish and shellfish,Production,SCALAR_FACTOR,VALUE,STATUS
2005,Quebec,Total finfish,Dollars,thousands,1854,
2005,Quebec,Total shellfish,Tonnes,units,915,
2005,Quebec,Total shellfish,Dollars,thousands,2170,
2005,Ontario,Total aquaculture,Tonnes,units,4485,
2005,Ontario,Total aquaculture,Dollars,thousands,16350,
2005,Ontario,Total finfish,Tonnes,units,4485,
2005,Ontario,Total finfish,Dollars,thousands,16350,
2005,Ontario,Total shellfish,Tonnes,units,0,
2005,Ontario,Total shellfish,Dollars,thousands,0,
2005,Manitoba,Total aquaculture,Tonnes,units,18,
2005,Manitoba,Total aquaculture,Dollars,thousands,80,
2005,Manitoba,Total finfish,Tonnes,units,18,
2005,Manitoba,Total finfish,Dollars,thousands,80,
2005,Manitoba,Total shellfish,Tonnes,units,0,
2005,Manitoba,Total shellfish,Dollars,thousands,0,
2005,Saskatchewan,Total aquaculture,Tonnes,units,,x
2005,Saskatchewan,Total aquaculture,Dollars,thousands,,x
2005,Saskatchewan,Total finfish,Tonnes,units,,x
2005,Saskatchewan,Total finfish,Dollars,thousands,,x
2005,Saskatchewan,Total shellfish,Tonnes,units,,x
2005,Saskatchewan,Total shellfish,Dollars,thousands,,x
2005,Alberta,Total aquaculture,Tonnes,units,,x
2005,Alberta,Total aquaculture,Dollars,thousands,,x
2005,Alberta,Total finfish,Tonnes,units,,x
2005,Alberta,Total finfish,Dollars,thousands,,x
2005,Alberta,Total shellfish,Tonnes,units,,x
2005,Alberta,Total shellfish,Dollars,thousands,,x
2005,British Columbia,Total aquaculture,Tonnes,units,73624,
2005,British Columbia,Total aquaculture,Dollars,thousands,337158,
2005,British Columbia,Total finfish,Tonnes,units,63541,
2005,British Columbia,Total finfish,Dollars,thousands,319309,
2005,British Columbia,Total shellfish,Tonnes,units,10083,
2005,British Columbia,Total shellfish,Dollars,thousands,17849,
2006,Canada,Total aquaculture,Tonnes,units,170594,
2006,Canada,Total aquaculture,Dollars,thousands,877872,
2006,Canada,Total finfish,Tonnes,units,130835,
2006,Canada,Total finfish,Dollars,thousands,810013,
2006,Canada,Total shellfish,Tonnes,units,39762,
2006,Canada,Total shellfish,Dollars,thousands,67859,
2006,Newfoundland and Labrador,Total aquaculture,Tonnes,units,10500,
2006,Newfoundland and Labrador,Total aquaculture,Dollars,thousands,52289,
2006,Newfoundland and Labrador,Total finfish,Tonnes,units,7300,
2006,Newfoundland and Labrador,Total finfish,Dollars,thousands,44517,
2006,Newfoundland and Labrador,Total shellfish,Tonnes,units,3200,
2006,Newfoundland and Labrador,Total shellfish,Dollars,thousands,7772,
2006,Prince Edward Island,Total aquaculture,Tonnes,units,20180,
2006,Prince Edward Island,Total aquaculture,Dollars,thousands,31917,
2006,Prince Edward Island,Total finfish,Tonnes,units,11,
2006,Prince Edward Island,Total finfish,Dollars,thousands,1311,
2006,Prince Edward Island,Total shellfish,Tonnes,units,20169,
2006,Prince Edward Island,Total shellfish,Dollars,thousands,30606,
2006,Nova Scotia,Total aquaculture,Tonnes,units,7657,
2006,Nova Scotia,Total aquaculture,Dollars,thousands,42103,
2006,Nova Scotia,Total finfish,Tonnes,units,4195,
2006,Nova Scotia,Total finfish,Dollars,thousands,34771,
2006,Nova Scotia,Total shellfish,Tonnes,units,3462,
2006,Nova Scotia,Total shellfish,Dollars,thousands,7332,
2006,New Brunswick,Total aquaculture,Tonnes,units,,x
2006,New Brunswick,Total aquaculture,Dollars,thousands,,x
2006,New Brunswick,Total finfish,Tonnes,units,,x
2006,New Brunswick,Total finfish,Dollars,thousands,,x
2006,New Brunswick,Total shellfish,Tonnes,units,,x
2006,New Brunswick,Total shellfish,Dollars,thousands,,x
2006,Quebec,Total aquaculture,Tonnes,units,771,
2006,Quebec,Total aquaculture,Dollars,thousands,2974,
2006,Quebec,Total finfish,Tonnes,units,414,
2006,Quebec,Total finfish,Dollars,thousands,2407,
2006,Quebec,Total shellfish,Tonnes,units,357,
2006,Quebec,Total shellfish,Dollars,thousands,567,
2006,Ontario,Total aquaculture,Tonnes,units,4495,
2006,Ontario,Total aquaculture,Dollars,thousands,15700,
2006,Ontario,Total finfish,Tonnes,units,4495,
2006,Ontario,Total finfish,Dollars,thousands,15700,
2006,Ontario,Total shellfish,Tonnes,units,0,
2006,Ontario,Total shellfish,Dollars,thousands,0,
2006,Manitoba,Total aquaculture,Tonnes,units,,x
2006,Manitoba,Total aquaculture,Dollars,thousands,,x
2006,Manitoba,Total finfish,Tonnes,units,,x
2006,Manitoba,Total finfish,Dollars,thousands,,x
2006,Manitoba,Total shellfish,Tonnes,units,,x
2006,Manitoba,Total shellfish,Dollars,thousands,,x
2006,Saskatchewan,Total aquaculture,Tonnes,units,,x
2006,Saskatchewan,Total aquaculture,Dollars,thousands,,x
2006,Saskatchewan,Total finfish,Tonnes,units,,x
2006,Saskatchewan,Total finfish,Dollars,thousands,,x
2006,Saskatchewan,Total shellfish,Tonnes,units,,x
2006,Saskatchewan,Total shellfish,Dollars,thousands,,x
2006,Alberta,Total aquaculture,Tonnes,units,,x
2006,Alberta,Total aquaculture,Dollars,thousands,,x
2006,Alberta,Total finfish,Tonnes,units,,x
2006,Alberta,Total finfish,Dollars,thousands,,x
2006,Alberta,Total shellfish,Tonnes,units,,x
2006,Alberta,Total shellfish,Dollars,thousands,,x
2006,British Columbia,Total aquaculture,Tonnes,units,80672,
2006,British Columbia,Total aquaculture,Dollars,thousands,427530,
2006,British Columbia,Total finfish,Tonnes,units,70455,
2006,British Columbia,Total finfish,Dollars,thousands,408448,
2006,British Columbia,Total shellfish,Tonnes,units,10217,
2006,British Columbia,Total shellfish,Dollars,thousands,19082,
2007,Canada,Total aquaculture,Tonnes,units,152973,
2007,Canada,Total aquaculture,Dollars,thousands,716572,
2007,Canada,Total finfish,Tonnes,units,115977,
2007,Canada,Total finfish,Dollars,thousands,653399,
2007,Canada,Total shellfish,Tonnes,units,36999,
2007,Canada,Total shellfish,Dollars,thousands,63173,
2007,Newfoundland and Labrador,Total aquaculture,Tonnes,units,8370,
2007,Newfoundland and Labrador,Total aquaculture,Dollars,thousands,40000,
2007,Newfoundland and Labrador,Total finfish,Tonnes,units,5770,
2007,Newfoundland and Labrador,Total finfish,Dollars,thousands,35200,
2007,Newfoundland and Labrador,Total shellfish,Tonnes,units,2600,
2007,Newfoundland and Labrador,Total shellfish,Dollars,thousands,4800,
2007,Prince Edward Island,Total aquaculture,Tonnes,units,19891,
2007,Prince Edward Island,Total aquaculture,Dollars,thousands,30163,
2007,Prince Edward Island,Total finfish,Tonnes,units,10,
2007,Prince Edward Island,Total finfish,Dollars,thousands,1684,
2007,Prince Edward Island,Total shellfish,Tonnes,units,19881,
2007,Prince Edward Island,Total shellfish,Dollars,thousands,28479,
2007,Nova Scotia,Total aquaculture,Tonnes,units,10173,
2007,Nova Scotia,Total aquaculture,Dollars,thousands,17406,
2007,Nova Scotia,Total finfish,Tonnes,units,7229,
2007,Nova Scotia,Total finfish,Dollars,thousands,10796,
2007,Nova Scotia,Total shellfish,Tonnes,units,2944,
2007,Nova Scotia,Total shellfish,Dollars,thousands,6610,
2007,New Brunswick,Total aquaculture,Tonnes,units,25996,
2007,New Brunswick,Total aquaculture,Dollars,thousands,185809,
2007,New Brunswick,Total finfish,Tonnes,units,24875,
2007,New Brunswick,Total finfish,Dollars,thousands,184609,
2007,New Brunswick,Total shellfish,Tonnes,units,1121,
2007,New Brunswick,Total shellfish,Dollars,thousands,1200,
2007,Quebec,Total aquaculture,Tonnes,units,1051,
2007,Quebec,Total aquaculture,Dollars,thousands,3537,
2007,Quebec,Total finfish,Tonnes,units,439,
2007,Quebec,Total finfish,Dollars,thousands,2721,
2007,Quebec,Total shellfish,Tonnes,units,612,
2007,Quebec,Total shellfish,Dollars,thousands,816,
2007,Ontario,Total aquaculture,Tonnes,units,4485,
2007,Ontario,Total aquaculture,Dollars,thousands,17000,
2007,Ontario,Total finfish,Tonnes,units,4485,
2007,Ontario,Total finfish,Dollars,thousands,17000,
2007,Ontario,Total shellfish,Tonnes,units,0,
2007,Ontario,Total shellfish,Dollars,thousands,0,
2007,Manitoba,Total aquaculture,Tonnes,units,25,
2007,Manitoba,Total aquaculture,Dollars,thousands,112,
2007,Manitoba,Total finfish,Tonnes,units,25,
2007,Manitoba,Total finfish,Dollars,thousands,112,
2007,Manitoba,Total shellfish,Tonnes,units,0,
2007,Manitoba,Total shellfish,Dollars,thousands,0,
2007,Saskatchewan,Total aquaculture,Tonnes,units,,x
2007,Saskatchewan,Total aquaculture,Dollars,thousands,,x
2007,Saskatchewan,Total finfish,Tonnes,units,,x
2007,Saskatchewan,Total finfish,Dollars,thousands,,x
2007,Saskatchewan,Total shellfish,Tonnes,units,,x
2007,Saskatchewan,Total shellfish,Dollars,thousands,,x
2007,Alberta,Total aquaculture,Tonnes,units,,x
2007,Alberta,Total aquaculture,Dollars,thousands,,x
2007,Alberta,Total finfish,Tonnes,units,,x
2007,Alberta,Total finfish,Dollars,thousands,,x
2007,Alberta,Total shellfish,Tonnes,units,,x
2007,Alberta,Total shellfish,Dollars,thousands,,x
2007,British Columbia,Total aquaculture,Tonnes,units,81344,
2007,British Columbia,Total aquaculture,Dollars,thousands,407766,
2007,British Columbia,Total finfish,Tonnes,units,71503,
2007,British Columbia,Total finfish,Dollars,thousands,386498,
2007,British Columbia,Total shellfish,Tonnes,units,9841,
2007,British Columbia,Total shellfish,Dollars,thousands,21268,
2008,Canada,Total aquaculture,Tonnes,units,155588,
2008,Canada,Total aquaculture,Dollars,thousands,796523,
2008,Canada,Total finfish,Tonnes,units,113204,
2008,Canada,Total finfish,Dollars,thousands,740296,
2008,Canada,Total shellfish,Tonnes,units,33506,
2008,Canada,Total shellfish,Dollars,thousands,56228,
2008,Newfoundland and Labrador,Total aquaculture,Tonnes,units,11545,
2008,Newfoundland and Labrador,Total aquaculture,Dollars,thousands,63120,
2008,Newfoundland and Labrador,Total finfish,Tonnes,units,,..
2008,Newfoundland and Labrador,Total finfish,Dollars,thousands,,..
2008,Newfoundland and Labrador,Total shellfish,Tonnes,units,,..
2008,Newfoundland and Labrador,Total shellfish,Dollars,thousands,,..
2008,Prince Edward Island,Total aquaculture,Tonnes,units,19726,
2008,Prince Edward Island,Total aquaculture,Dollars,thousands,29659,
2008,Prince Edward Island,Total finfish,Tonnes,units,242,
2008,Prince Edward Island,Total finfish,Dollars,thousands,1624,
2008,Prince Edward Island,Total shellfish,Tonnes,units,19484,
2008,Prince Edward Island,Total shellfish,Dollars,thousands,28035,
2008,Nova Scotia,Total aquaculture,Tonnes,units,7334,
2008,Nova Scotia,Total aquaculture,Dollars,thousands,35996,
2008,Nova Scotia,Total finfish,Tonnes,units,5131,
2008,Nova Scotia,Total finfish,Dollars,thousands,29506,
2008,Nova Scotia,Total shellfish,Tonnes,units,2203,
2008,Nova Scotia,Total shellfish,Dollars,thousands,6490,
2008,New Brunswick,Total aquaculture,Tonnes,units,27598,
2008,New Brunswick,Total aquaculture,Dollars,thousands,198313,
2008,New Brunswick,Total finfish,Tonnes,units,26500,
2008,New Brunswick,Total finfish,Dollars,thousands,197140,
2008,New Brunswick,Total shellfish,Tonnes,units,1098,
2008,New Brunswick,Total shellfish,Dollars,thousands,1173,
2008,Quebec,Total aquaculture,Tonnes,units,977,
2008,Quebec,Total aquaculture,Dollars,thousands,3333,
2008,Quebec,Total finfish,Tonnes,units,459,
2008,Quebec,Total finfish,Dollars,thousands,2573,
2008,Quebec,Total shellfish,Tonnes,units,518,
2008,Quebec,Total shellfish,Dollars,thousands,760,
2008,Ontario,Total aquaculture,Tonnes,units,4335,
2008,Ontario,Total aquaculture,Dollars,thousands,17620,
2008,Ontario,Total finfish,Tonnes,units,4335,
2008,Ontario,Total finfish,Dollars,thousands,17620,
2008,Ontario,Total shellfish,Tonnes,units,0,
2008,Ontario,Total shellfish,Dollars,thousands,0,
2008,Manitoba,Total aquaculture,Tonnes,units,,x
2008,Manitoba,Total aquaculture,Dollars,thousands,,x
2008,Manitoba,Total finfish,Tonnes,units,,x
2008,Manitoba,Total finfish,Dollars,thousands,,x
2008,Manitoba,Total shellfish,Tonnes,units,,x
2008,Manitoba,Total shellfish,Dollars,thousands,,x
2008,Saskatchewan,Total aquaculture,Tonnes,units,,x
2008,Saskatchewan,Total aquaculture,Dollars,thousands,,x
2008,Saskatchewan,Total finfish,Tonnes,units,,x
2008,Saskatchewan,Total finfish,Dollars,thousands,,x
2008,Saskatchewan,Total shellfish,Tonnes,units,,x
2008,Saskatchewan,Total shellfish,Dollars,thousands,,x
2008,Alberta,Total aquaculture,Tonnes,units,,x
2008,Alberta,Total aquaculture,Dollars,thousands,,x
2008,Alberta,Total finfish,Tonnes,units,,x
2008,Alberta,Total finfish,Dollars,thousands,,x
2008,Alberta,Total shellfish,Tonnes,units,,x
2008,Alberta,Total shellfish,Dollars,thousands,,x
2008,British Columbia,Total aquaculture,Tonnes,units,81873,
2008,British Columbia,Total aquaculture,Dollars,thousands,433060,
2008,British Columbia,Total finfish,Tonnes,units,74337,
2008,British Columbia,Total finfish,Dollars,thousands,416859,
2008,British Columbia,Total shellfish,Tonnes,units,7536,
2008,British Columbia,Total shellfish,Dollars,thousands,16201,
2009,Canada,Total aquaculture,Tonnes,units,155966,
2009,Canada,Total aquaculture,Dollars,thousands,800223,
2009,Canada,Total finfish,Tonnes,units,109186,
2009,Canada,Total finfish,Dollars,thousands,648857,
2009,Canada,Total shellfish,Tonnes,units,35232,
2009,Canada,Total shellfish,Dollars,thousands,64472,
2009,Newfoundland and Labrador,Total aquaculture,Tonnes,units,13625,
2009,Newfoundland and Labrador,Total aquaculture,Dollars,thousands,92100,
2009,Newfoundland and Labrador,Total finfish,Tonnes,units,,..
2009,Newfoundland and Labrador,Total finfish,Dollars,thousands,,..
2009,Newfoundland and Labrador,Total shellfish,Tonnes,units,,..
2009,Newfoundland and Labrador,Total shellfish,Dollars,thousands,,..
2009,Prince Edward Island,Total aquaculture,Tonnes,units,21163,
2009,Prince Edward Island,Total aquaculture,Dollars,thousands,31558,
2009,Prince Edward Island,Total finfish,Tonnes,units,243,
2009,Prince Edward Island,Total finfish,Dollars,thousands,1828,
2009,Prince Edward Island,Total shellfish,Tonnes,units,20920,
2009,Prince Edward Island,Total shellfish,Dollars,thousands,29730,
2009,Nova Scotia,Total aquaculture,Tonnes,units,10513,
2009,Nova Scotia,Total aquaculture,Dollars,thousands,57728,
2009,Nova Scotia,Total finfish,Tonnes,units,7880,
2009,Nova Scotia,Total finfish,Dollars,thousands,51166,
2009,Nova Scotia,Total shellfish,Tonnes,units,2633,
2009,Nova Scotia,Total shellfish,Dollars,thousands,6562,
2009,New Brunswick,Total aquaculture,Tonnes,units,24883,
2009,New Brunswick,Total aquaculture,Dollars,thousands,163790,
2009,New Brunswick,Total finfish,Tonnes,units,24150,
2009,New Brunswick,Total finfish,Dollars,thousands,159670,
2009,New Brunswick,Total shellfish,Tonnes,units,733,
2009,New Brunswick,Total shellfish,Dollars,thousands,4120,
2009,Quebec,Total aquaculture,Tonnes,units,1033,
2009,Quebec,Total aquaculture,Dollars,thousands,3665,
2009,Quebec,Total finfish,Tonnes,units,484,
2009,Quebec,Total finfish,Dollars,thousands,2892,
2009,Quebec,Total shellfish,Tonnes,units,549,
2009,Quebec,Total shellfish,Dollars,thousands,772,
2009,Ontario,Total aquaculture,Tonnes,units,4375,
2009,Ontario,Total aquaculture,Dollars,thousands,17820,
2009,Ontario,Total finfish,Tonnes,units,4375,
2009,Ontario,Total finfish,Dollars,thousands,17820,
2009,Ontario,Total shellfish,Tonnes,units,0,
2009,Ontario,Total shellfish,Dollars,thousands,0,
2009,Manitoba,Total aquaculture,Tonnes,units,,x
2009,Manitoba,Total aquaculture,Dollars,thousands,,x
2009,Manitoba,Total finfish,Tonnes,units,,x
2009,Manitoba,Total finfish,Dollars,thousands,,x
2009,Manitoba,Total shellfish,Tonnes,units,,x
2009,Manitoba,Total shellfish,Dollars,thousands,,x
2009,Saskatchewan,Total aquaculture,Tonnes,units,,x
2009,Saskatchewan,Total aquaculture,Dollars,thousands,,x
2009,Saskatchewan,Total finfish,Tonnes,units,,x
2009,Saskatchewan,Total finfish,Dollars,thousands,,x
2009,Saskatchewan,Total shellfish,Tonnes,units,,x
2009,Saskatchewan,Total shellfish,Dollars,thousands,,x
2009,Alberta,Total aquaculture,Tonnes,units,,x
2009,Alberta,Total aquaculture,Dollars,thousands,,x
2009,Alberta,Total finfish,Tonnes,units,,x
2009,Alberta,Total finfish,Dollars,thousands,,x
2009,Alberta,Total shellfish,Tonnes,units,,x
2009,Alberta,Total shellfish,Dollars,thousands,,x
2009,British Columbia,Total aquaculture,Tonnes,units,78345,
2009,British Columbia,Total aquaculture,Dollars,thousands,422752,
2009,British Columbia,Total finfish,Tonnes,units,70024,
2009,British Columbia,Total finfish,Dollars,thousands,404671,
2009,British Columbia,Total shellfish,Tonnes,units,8321,
2009,British Columbia,Total shellfish,Dollars,thousands,18081,
2010,Canada,Total aquaculture,Tonnes,units,162424,
2010,Canada,Total aquaculture,Dollars,thousands,918354,
2010,Canada,Total finfish,Tonnes,units,122924,
2010,Canada,Total finfish,Dollars,thousands,846587,
2010,Canada,Total shellfish,Tonnes,units,39500,
2010,Canada,Total shellfish,Dollars,thousands,71767,
2010,Newfoundland and Labrador,Total aquaculture,Tonnes,units,15360,
2010,Newfoundland and Labrador,Total aquaculture,Dollars,thousands,106310,
2010,Newfoundland and Labrador,Total finfish,Tonnes,units,12899,
2010,Newfoundland and Labrador,Total finfish,Dollars,thousands,100301,
2010,Newfoundland and Labrador,Total shellfish,Tonnes,units,2461,
2010,Newfoundland and Labrador,Total shellfish,Dollars,thousands,6009,
2010,Prince Edward Island,Total aquaculture,Tonnes,units,22872,
2010,Prince Edward Island,Total aquaculture,Dollars,thousands,34647,
2010,Prince Edward Island,Total finfish,Tonnes,units,283,
2010,Prince Edward Island,Total finfish,Dollars,thousands,2200,
2010,Prince Edward Island,Total shellfish,Tonnes,units,22589,
2010,Prince Edward Island,Total shellfish,Dollars,thousands,32447,
2010,Nova Scotia,Total aquaculture,Tonnes,units,8112,
2010,Nova Scotia,Total aquaculture,Dollars,thousands,42695,
2010,Nova Scotia,Total finfish,Tonnes,units,5305,
2010,Nova Scotia,Total finfish,Dollars,thousands,36839,
2010,Nova Scotia,Total shellfish,Tonnes,units,2807,
2010,Nova Scotia,Total shellfish,Dollars,thousands,5856,
2010,New Brunswick,Total aquaculture,Tonnes,units,26751,
2010,New Brunswick,Total aquaculture,Dollars,thousands,166155,
2010,New Brunswick,Total finfish,Tonnes,units,25775,
2010,New Brunswick,Total finfish,Dollars,thousands,162700,
2010,New Brunswick,Total shellfish,Tonnes,units,976,
2010,New Brunswick,Total shellfish,Dollars,thousands,3455,
2010,Quebec,Total aquaculture,Tonnes,units,954,
2010,Quebec,Total aquaculture,Dollars,thousands,3065,
2010,Quebec,Total finfish,Tonnes,units,408,
2010,Quebec,Total finfish,Dollars,thousands,2295,
2010,Quebec,Total shellfish,Tonnes,units,546,
2010,Quebec,Total shellfish,Dollars,thousands,769,
2010,Ontario,Total aquaculture,Tonnes,units,4060,
2010,Ontario,Total aquaculture,Dollars,thousands,17100,
2010,Ontario,Total finfish,Tonnes,units,4060,
2010,Ontario,Total finfish,Dollars,thousands,17100,
2010,Ontario,Total shellfish,Tonnes,units,0,
2010,Ontario,Total shellfish,Dollars,thousands,0,
2010,Manitoba,Total aquaculture,Tonnes,units,,x
2010,Manitoba,Total aquaculture,Dollars,thousands,,x
2010,Manitoba,Total finfish,Tonnes,units,,x
2010,Manitoba,Total finfish,Dollars,thousands,,x
2010,Manitoba,Total shellfish,Tonnes,units,,x
2010,Manitoba,Total shellfish,Dollars,thousands,,x
2010,Saskatchewan,Total aquaculture,Tonnes,units,,x
2010,Saskatchewan,Total aquaculture,Dollars,thousands,,x
2010,Saskatchewan,Total finfish,Tonnes,units,,x
2010,Saskatchewan,Total finfish,Dollars,thousands,,x
2010,Saskatchewan,Total shellfish,Tonnes,units,,x
2010,Saskatchewan,Total shellfish,Dollars,thousands,,x
2010,Alberta,Total aquaculture,Tonnes,units,,x
2010,Alberta,Total aquaculture,Dollars,thousands,,x
2010,Alberta,Total finfish,Tonnes,units,,x
2010,Alberta,Total finfish,Dollars,thousands,,x
2010,Alberta,Total shellfish,Tonnes,units,,x
2010,Alberta,Total shellfish,Dollars,thousands,,x
2010,British Columbia,Total aquaculture,Tonnes,units,82435,
2010,British Columbia,Total aquaculture,Dollars,thousands,538490,
2010,British Columbia,Total finfish,Tonnes,units,72315,
2010,British Columbia,Total finfish,Dollars,thousands,515260,
2010,British Columbia,Total shellfish,Tonnes,units,10120,
2010,British Columbia,Total shellfish,Dollars,thousands,23230,
2011,Canada,Total aquaculture,Tonnes,units,169707,
2011,Canada,Total aquaculture,Dollars,thousands,837632,
2011,Canada,Total finfish,Tonnes,units,132146,
2011,Canada,Total finfish,Dollars,thousands,769052,
2011,Canada,Total shellfish,Tonnes,units,37560,
2011,Canada,Total shellfish,Dollars,thousands,68580,
2011,Newfoundland and Labrador,Total aquaculture,Tonnes,units,17264,
2011,Newfoundland and Labrador,Total aquaculture,Dollars,thousands,120050,
2011,Newfoundland and Labrador,Total finfish,Tonnes,units,14264,
2011,Newfoundland and Labrador,Total finfish,Dollars,thousands,111829,
2011,Newfoundland and Labrador,Total shellfish,Tonnes,units,3000,
2011,Newfoundland and Labrador,Total shellfish,Dollars,thousands,8221,
2011,Prince Edward Island,Total aquaculture,Tonnes,units,24048,
2011,Prince Edward Island,Total aquaculture,Dollars,thousands,37038,
2011,Prince Edward Island,Total finfish,Tonnes,units,472,
2011,Prince Edward Island,Total finfish,Dollars,thousands,3700,
2011,Prince Edward Island,Total shellfish,Tonnes,units,23576,
2011,Prince Edward Island,Total shellfish,Dollars,thousands,33338,
2011,Nova Scotia,Total aquaculture,Tonnes,units,7817,
2011,Nova Scotia,Total aquaculture,Dollars,thousands,43089,
2011,Nova Scotia,Total finfish,Tonnes,units,5833,
2011,Nova Scotia,Total finfish,Dollars,thousands,37622,
2011,Nova Scotia,Total shellfish,Tonnes,units,1983,
2011,Nova Scotia,Total shellfish,Dollars,thousands,5467,
2011,New Brunswick,Total aquaculture,Tonnes,units,22274,
2011,New Brunswick,Total aquaculture,Dollars,thousands,143314,
2011,New Brunswick,Total finfish,Tonnes,units,21640,
2011,New Brunswick,Total finfish,Dollars,thousands,140641,
2011,New Brunswick,Total shellfish,Tonnes,units,634,
2011,New Brunswick,Total shellfish,Dollars,thousands,2673,
2011,Quebec,Total aquaculture,Tonnes,units,815,
2011,Quebec,Total aquaculture,Dollars,thousands,3011,
2011,Quebec,Total finfish,Tonnes,units,421,
2011,Quebec,Total finfish,Dollars,thousands,2347,
2011,Quebec,Total shellfish,Tonnes,units,394,
2011,Quebec,Total shellfish,Dollars,thousands,664,
2011,Ontario,Total aquaculture,Tonnes,units,3408,
2011,Ontario,Total aquaculture,Dollars,thousands,17700,
2011,Ontario,Total finfish,Tonnes,units,3408,
2011,Ontario,Total finfish,Dollars,thousands,17700,
2011,Ontario,Total shellfish,Tonnes,units,0,
2011,Ontario,Total shellfish,Dollars,thousands,0,
2011,Manitoba,Total aquaculture,Tonnes,units,,x
2011,Manitoba,Total aquaculture,Dollars,thousands,,x
2011,Manitoba,Total finfish,Tonnes,units,,x
2011,Manitoba,Total finfish,Dollars,thousands,,x
2011,Manitoba,Total shellfish,Tonnes,units,,x
2011,Manitoba,Total shellfish,Dollars,thousands,,x
2011,Saskatchewan,Total aquaculture,Tonnes,units,,x
2011,Saskatchewan,Total aquaculture,Dollars,thousands,,x
2011,Saskatchewan,Total finfish,Tonnes,units,,x
2011,Saskatchewan,Total finfish,Dollars,thousands,,x
2011,Saskatchewan,Total shellfish,Tonnes,units,,x
2011,Saskatchewan,Total shellfish,Dollars,thousands,,x
2011,Alberta,Total aquaculture,Tonnes,units,,x
2011,Alberta,Total aquaculture,Dollars,thousands,,x
2011,Alberta,Total finfish,Tonnes,units,,x
2011,Alberta,Total finfish,Dollars,thousands,,x
2011,Alberta,Total shellfish,Tonnes,units,,x
2011,Alberta,Total shellfish,Dollars,thousands,,x
2011,British Columbia,Total aquaculture,Tonnes,units,92264,
2011,British Columbia,Total aquaculture,Dollars,thousands,463925,
2011,British Columbia,Total finfish,Tonnes,units,84291,
2011,British Columbia,Total finfish,Dollars,thousands,445708,
2011,British Columbia,Total shellfish,Tonnes,units,7973,
2011,British Columbia,Total shellfish,Dollars,thousands,18217,
2012,Canada,Total aquaculture,Tonnes,units,183801,
2012,Canada,Total aquaculture,Dollars,thousands,843097,
2012,Canada,Total finfish,Tonnes,units,140779,
2012,Canada,Total finfish,Dollars,thousands,769090,
2012,Canada,Total shellfish,Tonnes,units,43022,
2012,Canada,Total shellfish,Dollars,thousands,74007,
2012,Newfoundland and Labrador,Total aquaculture,Tonnes,units,21228,
2012,Newfoundland and Labrador,Total aquaculture,Dollars,thousands,92715,
2012,Newfoundland and Labrador,Total finfish,Tonnes,units,16831,
2012,Newfoundland and Labrador,Total finfish,Dollars,thousands,86900,
2012,Newfoundland and Labrador,Total shellfish,Tonnes,units,4397,
2012,Newfoundland and Labrador,Total shellfish,Dollars,thousands,5815,
2012,Prince Edward Island,Total aquaculture,Tonnes,units,26172,
2012,Prince Edward Island,Total aquaculture,Dollars,thousands,40984,
2012,Prince Edward Island,Total finfish,Tonnes,units,620,
2012,Prince Edward Island,Total finfish,Dollars,thousands,3200,
2012,Prince Edward Island,Total shellfish,Tonnes,units,25552,
2012,Prince Edward Island,Total shellfish,Dollars,thousands,37784,
2012,Nova Scotia,Total aquaculture,Tonnes,units,8229,
2012,Nova Scotia,Total aquaculture,Dollars,thousands,52035,
2012,Nova Scotia,Total finfish,Tonnes,units,6280,
2012,Nova Scotia,Total finfish,Dollars,thousands,46223,
2012,Nova Scotia,Total shellfish,Tonnes,units,1949,
2012,Nova Scotia,Total shellfish,Dollars,thousands,5812,
2012,New Brunswick,Total aquaculture,Tonnes,units,31481,
2012,New Brunswick,Total aquaculture,Dollars,thousands,191615,
2012,New Brunswick,Total finfish,Tonnes,units,30359,
2012,New Brunswick,Total finfish,Dollars,thousands,186386,
2012,New Brunswick,Total shellfish,Tonnes,units,1122,
2012,New Brunswick,Total shellfish,Dollars,thousands,5229,
2012,Quebec,Total aquaculture,Tonnes,units,754,
2012,Quebec,Total aquaculture,Dollars,thousands,2661,
2012,Quebec,Total finfish,Tonnes,units,421,
2012,Quebec,Total finfish,Dollars,thousands,2029,
2012,Quebec,Total shellfish,Tonnes,units,333,
2012,Quebec,Total shellfish,Dollars,thousands,631,
2012,Ontario,Total aquaculture,Tonnes,units,3721,
2012,Ontario,Total aquaculture,Dollars,thousands,18800,
2012,Ontario,Total finfish,Tonnes,units,3721,
2012,Ontario,Total finfish,Dollars,thousands,18800,
2012,Ontario,Total shellfish,Tonnes,units,0,
2012,Ontario,Total shellfish,Dollars,thousands,0,
2012,Manitoba,Total aquaculture,Tonnes,units,,x
2012,Manitoba,Total aquaculture,Dollars,thousands,,x
2012,Manitoba,Total finfish,Tonnes,units,,x
2012,Manitoba,Total finfish,Dollars,thousands,,x
2012,Manitoba,Total shellfish,Tonnes,units,,x
2012,Manitoba,Total shellfish,Dollars,thousands,,x
2012,Saskatchewan,Total aquaculture,Tonnes,units,,x
2012,Saskatchewan,Total aquaculture,Dollars,thousands,,x
2012,Saskatchewan,Total finfish,Tonnes,units,,x
2012,Saskatchewan,Total finfish,Dollars,thousands,,x
2012,Saskatchewan,Total shellfish,Tonnes,units,,x
2012,Saskatchewan,Total shellfish,Dollars,thousands,,x
