REF_DATE,GEO,Finfish and shellfish,Production,SCALAR_FACTOR,VALUE,STATUS
2012,Alberta,Total aquaculture,Tonnes,units,,x
2012,Alberta,Total aquaculture,Dollars,thousands,,x
2012,Alberta,Total finfish,Tonnes,units,,x
2012,Alberta,Total finfish,Dollars,thousands,,x
2012,Alberta,Total shellfish,Tonnes,units,,x
2012,Alberta,Total shellfish,Dollars,thousands,,x
2012,British Columbia,Total aquaculture,Tonnes,units,90382,
2012,British Columbia,Total aquaculture,Dollars,thousands,434736,
2012,British Columbia,Total finfish,Tonnes,units,80713,
2012,British Columbia,Total finfish,Dollars,thousands,416001,
2012,British Columbia,Total shellfish,Tonnes,units,9669,
2012,British Columbia,Total shellfish,Dollars,thousands,18735,
2013,Canada,Total aquaculture,Tonnes,units,167345,
2013,Canada,Total aquaculture,Dollars,thousands,869542,
2013,Canada,Total finfish,Tonnes,units,128308,
2013,Canada,Total finfish,Dollars,thousands,792491,
2013,Canada,Total shellfish,Tonnes,units,39037,
2013,Canada,Total shellfish,Dollars,thousands,77051,
2013,Newfoundland and Labrador,Total aquaculture,Tonnes,units,26550,
2013,Newfoundland and Labrador,Total aquaculture,Dollars,thousands,118610,
2013,Newfoundland and Labrador,Total finfish,Tonnes,units,22196,
2013,Newfoundland and Labrador,Total finfish,Dollars,thousands,112370,
2013,Newfoundland and Labrador,Total shellfish,Tonnes,units,4354,
2013,Newfoundland and Labrador,Total shellfish,Dollars,thousands,6240,
2013,Prince Edward Island,Total aquaculture,Tonnes,units,23990,
2013,Prince Edward Island,Total aquaculture,Dollars,thousands,40569,
2013,Prince Edward Island,Total finfish,Tonnes,units,593,
2013,Prince Edward Island,Total finfish,Dollars,thousands,3000,
2013,Prince Edward Island,Total shellfish,Tonnes,units,23398,
2013,Prince Edward Island,Total shellfish,Dollars,thousands,37569,
2013,Nova Scotia,Total aquaculture,Tonnes,units,8752,
2013,Nova Scotia,Total aquaculture,Dollars,thousands,54097,
2013,Nova Scotia,Total finfish,Tonnes,units,6975,
2013,Nova Scotia,Total finfish,Dollars,thousands,49865,
2013,Nova Scotia,Total shellfish,Tonnes,units,1777,
2013,Nova Scotia,Total shellfish,Dollars,thousands,4232,
2013,New Brunswick,Total aquaculture,Tonnes,units,19586,
2013,New Brunswick,Total aquaculture,Dollars,thousands,123012,
2013,New Brunswick,Total finfish,Tonnes,units,18837,
2013,New Brunswick,Total finfish,Dollars,thousands,117334,
2013,New Brunswick,Total shellfish,Tonnes,units,749,
2013,New Brunswick,Total shellfish,Dollars,thousands,5678,
2013,Quebec,Total aquaculture,Tonnes,units,1642,
2013,Quebec,Total aquaculture,Dollars,thousands,11865,
2013,Quebec,Total finfish,Tonnes,units,1247,
2013,Quebec,Total finfish,Dollars,thousands,10702,
2013,Quebec,Total shellfish,Tonnes,units,395,
2013,Quebec,Total shellfish,Dollars,thousands,1163,
2013,Ontario,Total aquaculture,Tonnes,units,3790,
2013,Ontario,Total aquaculture,Dollars,thousands,19200,
2013,Ontario,Total finfish,Tonnes,units,3790,
2013,Ontario,Total finfish,Dollars,thousands,19200,
2013,Ontario,Total shellfish,Tonnes,units,0,
2013,Ontario,Total shellfish,Dollars,thousands,0,
2013,Manitoba,Total aquaculture,Tonnes,units,,x
2013,Manitoba,Total aquaculture,Dollars,thousands,,x
2013,Manitoba,Total finfish,Tonnes,units,,x
2013,Manitoba,Total finfish,Dollars,thousands,,x
2013,Manitoba,Total shellfish,Tonnes,units,,x
2013,Manitoba,Total shellfish,Dollars,thousands,,x
2013,Saskatchewan,Total aquaculture,Tonnes,units,,x
2013,Saskatchewan,Total aquaculture,Dollars,thousands,,x
2013,Saskatchewan,Total finfish,Tonnes,units,,x
2013,Saskatchewan,Total finfish,Dollars,thousands,,x
2013,Saskatchewan,Total shellfish,Tonnes,units,,x
2013,Saskatchewan,Total shellfish,Dollars,thousands,,x
2013,Alberta,Total aquaculture,Tonnes,units,,x
2013,Alberta,Total aquaculture,Dollars,thousands,,x
2013,Alberta,Total finfish,Tonnes,units,,x
2013,Alberta,Total finfish,Dollars,thousands,,x
2013,Alberta,Total shellfish,Tonnes,units,,x
2013,Alberta,Total shellfish,Dollars,thousands,,x
2013,British Columbia,Total aquaculture,Tonnes,units,81025,
2013,British Columbia,Total aquaculture,Dollars,thousands,491573,
2013,British Columbia,Total finfish,Tonnes,units,72661,
2013,British Columbia,Total finfish,Dollars,thousands,469403,
2013,British Columbia,Total shellfish,Tonnes,units,8364,
2013,British Columbia,Total shellfish,Dollars,thousands,22170,
2014,Canada,Total aquaculture,Tonnes,units,139373,
2014,Canada,Total aquaculture,Dollars,thousands,770328,
2014,Canada,Total finfish,Tonnes,units,101423,
2014,Canada,Total finfish,Dollars,thousands,690088,
2014,Canada,Total shellfish,Tonnes,units,37950,
2014,Canada,Total shellfish,Dollars,thousands,80240,
2014,Newfoundland and Labrador,Total aquaculture,Tonnes,units,9240,
2014,Newfoundland and Labrador,Total aquaculture,Dollars,thousands,58445,
2014,Newfoundland and Labrador,Total finfish,Tonnes,units,5980,
2014,Newfoundland and Labrador,Total finfish,Dollars,thousands,53415,
2014,Newfoundland and Labrador,Total shellfish,Tonnes,units,3260,
2014,Newfoundland and Labrador,Total shellfish,Dollars,thousands,5030,
2014,Prince Edward Island,Total aquaculture,Tonnes,units,23807,
2014,Prince Edward Island,Total aquaculture,Dollars,thousands,44237,
2014,Prince Edward Island,Total finfish,Tonnes,units,358,
2014,Prince Edward Island,Total finfish,Dollars,thousands,3200,
2014,Prince Edward Island,Total shellfish,Tonnes,units,23448,
2014,Prince Edward Island,Total shellfish,Dollars,thousands,41037,
2014,Nova Scotia,Total aquaculture,Tonnes,units,8743,
2014,Nova Scotia,Total aquaculture,Dollars,thousands,60358,
2014,Nova Scotia,Total finfish,Tonnes,units,7102,
2014,Nova Scotia,Total finfish,Dollars,thousands,56063,
2014,Nova Scotia,Total shellfish,Tonnes,units,1641,
2014,Nova Scotia,Total shellfish,Dollars,thousands,4295,
2014,New Brunswick,Total aquaculture,Tonnes,units,18077,
2014,New Brunswick,Total aquaculture,Dollars,thousands,133897,
2014,New Brunswick,Total finfish,Tonnes,units,17184,
2014,New Brunswick,Total finfish,Dollars,thousands,127414,
2014,New Brunswick,Total shellfish,Tonnes,units,893,
2014,New Brunswick,Total shellfish,Dollars,thousands,6483,
2014,Quebec,Total aquaculture,Tonnes,units,1529,
2014,Quebec,Total aquaculture,Dollars,thousands,10603,
2014,Quebec,Total finfish,Tonnes,units,1134,
2014,Quebec,Total finfish,Dollars,thousands,9340,
2014,Quebec,Total shellfish,Tonnes,units,395,
2014,Quebec,Total shellfish,Dollars,thousands,1263,
2014,Ontario,Total aquaculture,Tonnes,units,4210,
2014,Ontario,Total aquaculture,Dollars,thousands,21800,
2014,Ontario,Total finfish,Tonnes,units,4210,
2014,Ontario,Total finfish,Dollars,thousands,21800,
2014,Ontario,Total shellfish,Tonnes,units,0,
2014,Ontario,Total shellfish,Dollars,thousands,0,
2014,Manitoba,Total aquaculture,Tonnes,units,,x
2014,Manitoba,Total aquaculture,Dollars,thousands,,x
2014,Manitoba,Total finfish,Tonnes,units,,x
2014,Manitoba,Total finfish,Dollars,thousands,,x
2014,Manitoba,Total shellfish,Tonnes,units,,x
2014,Manitoba,Total shellfish,Dollars,thousands,,x
2014,Saskatchewan,Total aquaculture,Tonnes,units,,x
2014,Saskatchewan,Total aquaculture,Dollars,thousands,,x
2014,Saskatchewan,Total finfish,Tonnes,units,,x
2014,Saskatchewan,Total finfish,Dollars,thousands,,x
2014,Saskatchewan,Total shellfish,Tonnes,units,,x
2014,Saskatchewan,Total shellfish,Dollars,thousands,,x
2014,Alberta,Total aquaculture,Tonnes,units,,x
2014,Alberta,Total aquaculture,Dollars,thousands,,x
2014,Alberta,Total finfish,Tonnes,units,,x
2014,Alberta,Total finfish,Dollars,thousands,,x
2014,Alberta,Total shellfish,Tonnes,units,,x
2014,Alberta,Total shellfish,Dollars,thousands,,x
2014,British Columbia,Total aquaculture,Tonnes,units,72007,
2014,British Columbia,Total aquaculture,Dollars,thousands,431745,
2014,British Columbia,Total finfish,Tonnes,units,63694,
2014,British Columbia,Total finfish,Dollars,thousands,409613,
2014,British Columbia,Total shellfish,Tonnes,units,8313,
2014,British Columbia,Total shellfish,Dollars,thousands,22132,
2015,Canada,Total aquaculture,Tonnes,units,189825,
2015,Canada,Total aquaculture,Dollars,thousands,918034,
2015,Canada,Total finfish,Tonnes,units,151193,
2015,Canada,Total finfish,Dollars,thousands,835089,
2015,Canada,Total shellfish,Tonnes,units,38633,
2015,Canada,Total shellfish,Dollars,thousands,82945,
2015,Newfoundland and Labrador,Total aquaculture,Tonnes,units,22814,
2015,Newfoundland and Labrador,Total aquaculture,Dollars,thousands,110715,
2015,Newfoundland and Labrador,Total finfish,Tonnes,units,19684,
2015,Newfoundland and Labrador,Total finfish,Dollars,thousands,106230,
2015,Newfoundland and Labrador,Total shellfish,Tonnes,units,3130,
2015,Newfoundland and Labrador,Total shellfish,Dollars,thousands,4485,
2015,Prince Edward Island,Total aquaculture,Tonnes,units,22355,
2015,Prince Edward Island,Total aquaculture,Dollars,thousands,,x
2015,Prince Edward Island,Total finfish,Tonnes,units,649,
2015,Prince Edward Island,Total finfish,Dollars,thousands,,x
2015,Prince Edward Island,Total shellfish,Tonnes,units,21706,
2015,Prince Edward Island,Total shellfish,Dollars,thousands,39444,
2015,Nova Scotia,Total aquaculture,Tonnes,units,7157,
2015,Nova Scotia,Total aquaculture,Dollars,thousands,55719,
2015,Nova Scotia,Total finfish,Tonnes,units,5989,
2015,Nova Scotia,Total finfish,Dollars,thousands,51585,
2015,Nova Scotia,Total shellfish,Tonnes,units,1168,
2015,Nova Scotia,Total shellfish,Dollars,thousands,4134,
2015,New Brunswick,Total aquaculture,Tonnes,units,24331,
2015,New Brunswick,Total aquaculture,Dollars,thousands,162577,
2015,New Brunswick,Total finfish,Tonnes,units,23391,
2015,New Brunswick,Total finfish,Dollars,thousands,,x
2015,New Brunswick,Total shellfish,Tonnes,units,940,
2015,New Brunswick,Total shellfish,Dollars,thousands,,x
2015,Quebec,Total aquaculture,Tonnes,units,1417,
2015,Quebec,Total aquaculture,Dollars,thousands,9861,
2015,Quebec,Total finfish,Tonnes,units,964,
2015,Quebec,Total finfish,Dollars,thousands,8172,
2015,Quebec,Total shellfish,Tonnes,units,453,
2015,Quebec,Total shellfish,Dollars,thousands,1689,
2015,Ontario,Total aquaculture,Tonnes,units,4890,
2015,Ontario,Total aquaculture,Dollars,thousands,25400,
2015,Ontario,Total finfish,Tonnes,units,4890,
2015,Ontario,Total finfish,Dollars,thousands,25400,
2015,Ontario,Total shellfish,Tonnes,units,0,
2015,Ontario,Total shellfish,Dollars,thousands,0,
2015,Manitoba,Total aquaculture,Tonnes,units,,x
2015,Manitoba,Total aquaculture,Dollars,thousands,,x
2015,Manitoba,Total finfish,Tonnes,units,,x
2015,Manitoba,Total finfish,Dollars,thousands,,x
2015,Manitoba,Total shellfish,Tonnes,units,,x
2015,Manitoba,Total shellfish,Dollars,thousands,,x
2015,Saskatchewan,Total aquaculture,Tonnes,units,,x
2015,Saskatchewan,Total aquaculture,Dollars,thousands,,x
2015,Saskatchewan,Total finfish,Tonnes,units,,x
2015,Saskatchewan,Total finfish,Dollars,thousands,,x
2015,Saskatchewan,Total shellfish,Tonnes,units,,x
2015,Saskatchewan,Total shellfish,Dollars,thousands,,x
2015,Alberta,Total aquaculture,Tonnes,units,,x
2015,Alberta,Total aquaculture,Dollars,thousands,,x
2015,Alberta,Total finfish,Tonnes,units,,x
2015,Alberta,Total finfish,Dollars,thousands,,x
2015,Alberta,Total shellfish,Tonnes,units,,x
2015,Alberta,Total shellfish,Dollars,thousands,,x
2015,British Columbia,Total aquaculture,Tonnes,units,105131,
2015,British Columbia,Total aquaculture,Dollars,thousands,,x
2015,British Columbia,Total finfish,Tonnes,units,93896,
2015,British Columbia,Total finfish,Dollars,thousands,475988,
2015,British Columbia,Total shellfish,Tonnes,units,11235,
2015,British Columbia,Total shellfish,Dollars,thousands,,x
2016,Canada,Total aquaculture,Tonnes,units,200804,
2016,Canada,Total aquaculture,Dollars,thousands,1346578,
2016,Canada,Total finfish,Tonnes,units,160876,
2016,Canada,Total finfish,Dollars,thousands,1259712,
2016,Canada,Total shellfish,Tonnes,units,39928,
2016,Canada,Total shellfish,Dollars,thousands,86865,
2016,Newfoundland and Labrador,Total aquaculture,Tonnes,units,28622,
2016,Newfoundland and Labrador,Total aquaculture,Dollars,thousands,167305,
2016,Newfoundland and Labrador,Total finfish,Tonnes,units,25411,
2016,Newfoundland and Labrador,Total finfish,Dollars,thousands,,x
2016,Newfoundland and Labrador,Total shellfish,Tonnes,units,3211,
2016,Newfoundland and Labrador,Total shellfish,Dollars,thousands,,x
2016,Prince Edward Island,Total aquaculture,Tonnes,units,24141,
2016,Prince Edward Island,Total aquaculture,Dollars,thousands,45288,
2016,Prince Edward Island,Total finfish,Tonnes,units,609,
2016,Prince Edward Island,Total finfish,Dollars,thousands,3900,
2016,Prince Edward Island,Total shellfish,Tonnes,units,23532,
2016,Prince Edward Island,Total shellfish,Dollars,thousands,41388,
2016,Nova Scotia,Total aquaculture,Tonnes,units,7887,
2016,Nova Scotia,Total aquaculture,Dollars,thousands,,x
2016,Nova Scotia,Total finfish,Tonnes,units,6554,
2016,Nova Scotia,Total finfish,Dollars,thousands,48547,
2016,Nova Scotia,Total shellfish,Tonnes,units,1333,
2016,Nova Scotia,Total shellfish,Dollars,thousands,,x
2016,New Brunswick,Total aquaculture,Tonnes,units,28082,
2016,New Brunswick,Total aquaculture,Dollars,thousands,,x
2016,New Brunswick,Total finfish,Tonnes,units,26999,
2016,New Brunswick,Total finfish,Dollars,thousands,,x
2016,New Brunswick,Total shellfish,Tonnes,units,1083,
2016,New Brunswick,Total shellfish,Dollars,thousands,8825,
2016,Quebec,Total aquaculture,Tonnes,units,1457,
2016,Quebec,Total aquaculture,Dollars,thousands,11048,
2016,Quebec,Total finfish,Tonnes,units,1105,
2016,Quebec,Total finfish,Dollars,thousands,9193,
2016,Quebec,Total shellfish,Tonnes,units,352,
2016,Quebec,Total shellfish,Dollars,thousands,1855,
2016,Ontario,Total aquaculture,Tonnes,units,6030,
2016,Ontario,Total aquaculture,Dollars,thousands,32500,
2016,Ontario,Total finfish,Tonnes,units,6030,
2016,Ontario,Total finfish,Dollars,thousands,32500,
2016,Ontario,Total shellfish,Tonnes,units,0,
2016,Ontario,Total shellfish,Dollars,thousands,0,
2016,Manitoba,Total aquaculture,Tonnes,units,,x
2016,Manitoba,Total aquaculture,Dollars,thousands,,x
2016,Manitoba,Total finfish,Tonnes,units,,x
2016,Manitoba,Total finfish,Dollars,thousands,,x
2016,Manitoba,Total shellfish,Tonnes,units,,x
2016,Manitoba,Total shellfish,Dollars,thousands,,x
2016,Saskatchewan,Total aquaculture,Tonnes,units,,x
2016,Saskatchewan,Total aquaculture,Dollars,thousands,,x
2016,Saskatchewan,Total finfish,Tonnes,units,,x
2016,Saskatchewan,Total finfish,Dollars,thousands,,x
2016,Saskatchewan,Total shellfish,Tonnes,units,,x
2016,Saskatchewan,Total shellfish,Dollars,thousands,,x
2016,Alberta,Total aquaculture,Tonnes,units,,x
2016,Alberta,Total aquaculture,Dollars,thousands,,x
2016,Alberta,Total finfish,Tonnes,units,,x
2016,Alberta,Total finfish,Dollars,thousands,,x
2016,Alberta,Total shellfish,Tonnes,units,,x
2016,Alberta,Total shellfish,Dollars,thousands,,x
2016,British Columbia,Total aquaculture,Tonnes,units,102325,
2016,British Columbia,Total aquaculture,Dollars,thousands,,x
2016,British Columbia,Total finfish,Tonnes,units,91908,
2016,British Columbia,Total finfish,Dollars,thousands,752099,
2016,British Columbia,Total shellfish,Tonnes,units,10417,
2016,British Columbia,Total shellfish,Dollars,thousands,23945,
2017,Canada,Total aquaculture,Tonnes,units,191111,
2017,Canada,Total aquaculture,Dollars,thousands,1392153,
2017,Canada,Total finfish,Tonnes,units,151209,
2017,Canada,Total finfish,Dollars,thousands,1294844,
2017,Canada,Total shellfish,Tonnes,units,39902,
2017,Canada,Total shellfish,Dollars,thousands,97309,
2017,Newfoundland and Labrador,Total aquaculture,Tonnes,units,21712,
2017,Newfoundland and Labrador,Total aquaculture,Dollars,thousands,162390,
2017,Newfoundland and Labrador,Total finfish,Tonnes,units,18822,
2017,Newfoundland and Labrador,Total finfish,Dollars,thousands,158250,
2017,Newfoundland and Labrador,Total shellfish,Tonnes,units,2890,
2017,Newfoundland and Labrador,Total shellfish,Dollars,thousands,4140,
2017,Prince Edward Island,Total aquaculture,Tonnes,units,24508,
2017,Prince Edward Island,Total aquaculture,Dollars,thousands,46712,
2017,Prince Edward Island,Total finfish,Tonnes,units,464,
2017,Prince Edward Island,Total finfish,Dollars,thousands,3900,
2017,Prince Edward Island,Total shellfish,Tonnes,units,24044,
2017,Prince Edward Island,Total shellfish,Dollars,thousands,42812,
2017,Nova Scotia,Total aquaculture,Tonnes,units,13352,
2017,Nova Scotia,Total aquaculture,Dollars,thousands,116040,
2017,Nova Scotia,Total finfish,Tonnes,units,11559,
2017,Nova Scotia,Total finfish,Dollars,thousands,103276,
2017,Nova Scotia,Total shellfish,Tonnes,units,1793,
2017,Nova Scotia,Total shellfish,Dollars,thousands,12764,
2017,New Brunswick,Total aquaculture,Tonnes,units,25165,
2017,New Brunswick,Total aquaculture,Dollars,thousands,240132,
2017,New Brunswick,Total finfish,Tonnes,units,23867,
2017,New Brunswick,Total finfish,Dollars,thousands,227843,
2017,New Brunswick,Total shellfish,Tonnes,units,1298,
2017,New Brunswick,Total shellfish,Dollars,thousands,12289,
2017,Quebec,Total aquaculture,Tonnes,units,1563,
2017,Quebec,Total aquaculture,Dollars,thousands,12172,
2017,Quebec,Total finfish,Tonnes,units,1128,
2017,Quebec,Total finfish,Dollars,thousands,9188,
2017,Quebec,Total shellfish,Tonnes,units,435,
2017,Quebec,Total shellfish,Dollars,thousands,2984,
2017,Ontario,Total aquaculture,Tonnes,units,5900,
2017,Ontario,Total aquaculture,Dollars,thousands,34000,
2017,Ontario,Total finfish,Tonnes,units,5900,
2017,Ontario,Total finfish,Dollars,thousands,34000,
2017,Ontario,Total shellfish,Tonnes,units,0,
2017,Ontario,Total shellfish,Dollars,thousands,0,
2017,Manitoba,Total aquaculture,Tonnes,units,,x
2017,Manitoba,Total aquaculture,Dollars,thousands,,x
2017,Manitoba,Total finfish,Tonnes,units,,x
2017,Manitoba,Total finfish,Dollars,thousands,,x
2017,Manitoba,Total shellfish,Tonnes,units,,x
2017,Manitoba,Total shellfish,Dollars,thousands,,x
2017,Saskatchewan,Total aquaculture,Tonnes,units,,x
2017,Saskatchewan,Total aquaculture,Dollars,thousands,,x
2017,Saskatchewan,Total finfish,Tonnes,units,,x
2017,Saskatchewan,Total finfish,Dollars,thousands,,x
2017,Saskatchewan,Total shellfish,Tonnes,units,,x
2017,Saskatchewan,Total shellfish,Dollars,thousands,,x
2017,Alberta,Total aquaculture,Tonnes,units,,x
2017,Alberta,Total aquaculture,Dollars,thousands,,x
2017,Alberta,Total finfish,Tonnes,units,,x
2017,Alberta,Total finfish,Dollars,thousands,,x
2017,Alberta,Total shellfish,Tonnes,units,,x
2017,Alberta,Total shellfish,Dollars,thousands,,x
2017,British Columbia,Total aquaculture,Tonnes,units,96608,
2017,British Columbia,Total aquaculture,Dollars,thousands,768529,
2017,British Columbia,Total finfish,Tonnes,units,87166,
2017,British Columbia,Total finfish,Dollars,thousands,746209,
2017,British Columbia,Total shellfish,Tonnes,units,9442,
2017,British Columbia,Total shellfish,Dollars,thousands,22320,
2018,Canada,Total aquaculture,Tonnes,units,190184,
2018,Canada,Total aquaculture,Dollars,thousands,1431707,
2018,Canada,Total finfish,Tonnes,units,149524,
2018,Canada,Total finfish,Dollars,thousands,1325736,
2018,Canada,Total shellfish,Tonnes,units,40661,
2018,Canada,Total shellfish,Dollars,thousands,105971,
2018,Newfoundland and Labrador,Total aquaculture,Tonnes,units,18154,
2018,Newfoundland and Labrador,Total aquaculture,Dollars,thousands,139180,
2018,Newfoundland and Labrador,Total finfish,Tonnes,units,15107,
2018,Newfoundland and Labrador,Total finfish,Dollars,thousands,134815,
2018,Newfoundland and Labrador,Total shellfish,Tonnes,units,3047,
2018,Newfoundland and Labrador,Total shellfish,Dollars,thousands,4365,
2018,Prince Edward Island,Total aquaculture,Tonnes,units,24947,
2018,Prince Edward Island,Total aquaculture,Dollars,thousands,47685,
2018,Prince Edward Island,Total finfish,Tonnes,units,459,
2018,Prince Edward Island,Total finfish,Dollars,thousands,4100,
2018,Prince Edward Island,Total shellfish,Tonnes,units,24487,
2018,Prince Edward Island,Total shellfish,Dollars,thousands,43585,
2018,Nova Scotia,Total aquaculture,Tonnes,units,10118,
2018,Nova Scotia,Total aquaculture,Dollars,thousands,88608,
2018,Nova Scotia,Total finfish,Tonnes,units,8238,
2018,Nova Scotia,Total finfish,Dollars,thousands,74211,
2018,Nova Scotia,Total shellfish,Tonnes,units,1880,
2018,Nova Scotia,Total shellfish,Dollars,thousands,14397,
2018,New Brunswick,Total aquaculture,Tonnes,units,30158,
2018,New Brunswick,Total aquaculture,Dollars,thousands,287781,
2018,New Brunswick,Total finfish,Tonnes,units,28289,
2018,New Brunswick,Total finfish,Dollars,thousands,270536,
2018,New Brunswick,Total shellfish,Tonnes,units,1869,
2018,New Brunswick,Total shellfish,Dollars,thousands,17245,
2018,Quebec,Total aquaculture,Tonnes,units,1528,
2018,Quebec,Total aquaculture,Dollars,thousands,12630,
2018,Quebec,Total finfish,Tonnes,units,1100,
2018,Quebec,Total finfish,Dollars,thousands,9217,
2018,Quebec,Total shellfish,Tonnes,units,428,
2018,Quebec,Total shellfish,Dollars,thousands,3413,
2018,Ontario,Total aquaculture,Tonnes,units,5787,
2018,Ontario,Total aquaculture,Dollars,thousands,32400,
2018,Ontario,Total finfish,Tonnes,units,5787,
2018,Ontario,Total finfish,Dollars,thousands,32400,
2018,Ontario,Total shellfish,Tonnes,units,0,
2018,Ontario,Total shellfish,Dollars,thousands,0,
2018,Manitoba,Total aquaculture,Tonnes,units,,x
2018,Manitoba,Total aquaculture,Dollars,thousands,,x
2018,Manitoba,Total finfish,Tonnes,units,,x
2018,Manitoba,Total finfish,Dollars,thousands,,x
2018,Manitoba,Total shellfish,Tonnes,units,,x
2018,Manitoba,Total shellfish,Dollars,thousands,,x
2018,Saskatchewan,Total aquaculture,Tonnes,units,,x
2018,Saskatchewan,Total aquaculture,Dollars,thousands,,x
2018,Saskatchewan,Total finfish,Tonnes,units,,x
2018,Saskatchewan,Total finfish,Dollars,thousands,,x
2018,Saskatchewan,Total shellfish,Tonnes,units,,x
2018,Saskatchewan,Total shellfish,Dollars,thousands,,x
2018,Alberta,Total aquaculture,Tonnes,units,,x
2018,Alberta,Total aquaculture,Dollars,thousands,,x
2018,Alberta,Total finfish,Tonnes,units,,x
2018,Alberta,Total finfish,Dollars,thousands,,x
2018,Alberta,Total shellfish,Tonnes,units,,x
2018,Alberta,Total shellfish,Dollars,thousands,,x
2018,British Columbia,Total aquaculture,Tonnes,units,97783,
2018,British Columbia,Total aquaculture,Dollars,thousands,814281,
2018,British Columbia,Total finfish,Tonnes,units,88834,
2018,British Columbia,Total finfish,Dollars,thousands,791315,
2018,British Columbia,Total shellfish,Tonnes,units,8949,
2018,British Columbia,Total shellfish,Dollars,thousands,22966,
2019,Canada,Total aquaculture,Tonnes,units,187258,
2019,Canada,Total aquaculture,Dollars,thousands,1231550,
2019,Canada,Total finfish,Tonnes,units,144066,
2019,Canada,Total finfish,Dollars,thousands,1115791,
2019,Canada,Total shellfish,Tonnes,units,43192,
2019,Canada,Total shellfish,Dollars,thousands,115759,
2019,Newfoundland and Labrador,Total aquaculture,Tonnes,units,17655,
2019,Newfoundland and Labrador,Total aquaculture,Dollars,thousands,123015,
2019,Newfoundland and Labrador,Total finfish,Tonnes,units,14167,
2019,Newfoundland and Labrador,Total finfish,Dollars,thousands,118015,
2019,Newfoundland and Labrador,Total shellfish,Tonnes,units,3488,
2019,Newfoundland and Labrador,Total shellfish,Dollars,thousands,5000,
2019,Prince Edward Island,Total aquaculture,Tonnes,units,26243,
2019,Prince Edward Island,Total aquaculture,Dollars,thousands,54399,
2019,Prince Edward Island,Total finfish,Tonnes,units,492,
2019,Prince Edward Island,Total finfish,Dollars,thousands,4100,
2019,Prince Edward Island,Total shellfish,Tonnes,units,25751,
2019,Prince Edward Island,Total shellfish,Dollars,thousands,50299,
2019,Nova Scotia,Total aquaculture,Tonnes,units,10143,
2019,Nova Scotia,Total aquaculture,Dollars,thousands,82128,
2019,Nova Scotia,Total finfish,Tonnes,units,8202,
2019,Nova Scotia,Total finfish,Dollars,thousands,69620,
2019,Nova Scotia,Total shellfish,Tonnes,units,1942,
2019,Nova Scotia,Total shellfish,Dollars,thousands,12508,
2019,New Brunswick,Total aquaculture,Tonnes,units,24295,
2019,New Brunswick,Total aquaculture,Dollars,thousands,205498,
2019,New Brunswick,Total finfish,Tonnes,units,22397,
2019,New Brunswick,Total finfish,Dollars,thousands,188367,
2019,New Brunswick,Total shellfish,Tonnes,units,1898,
2019,New Brunswick,Total shellfish,Dollars,thousands,17131,
2019,Quebec,Total aquaculture,Tonnes,units,1468,
2019,Quebec,Total aquaculture,Dollars,thousands,12257,
2019,Quebec,Total finfish,Tonnes,units,1067,
2019,Quebec,Total finfish,Dollars,thousands,9155,
2019,Quebec,Total shellfish,Tonnes,units,401,
2019,Quebec,Total shellfish,Dollars,thousands,3102,
2019,Ontario,Total aquaculture,Tonnes,units,5901,
2019,Ontario,Total aquaculture,Dollars,thousands,38800,
2019,Ontario,Total finfish,Tonnes,units,5887,
2019,Ontario,Total finfish,Dollars,thousands,38080,
2019,Ontario,Total shellfish,Tonnes,units,14,
2019,Ontario,Total shellfish,Dollars,thousands,720,
2019,Manitoba,Total aquaculture,Tonnes,units,,x
2019,Manitoba,Total aquaculture,Dollars,thousands,,x
2019,Manitoba,Total finfish,Tonnes,units,,x
2019,Manitoba,Total finfish,Dollars,thousands,,x
2019,Manitoba,Total shellfish,Tonnes,units,,..
2019,Manitoba,Total shellfish,Dollars,thousands,,..
2019,Saskatchewan,Total aquaculture,Tonnes,units,,x
2019,Saskatchewan,Total aquaculture,Dollars,thousands,,x
2019,Saskatchewan,Total finfish,Tonnes,units,,x
2019,Saskatchewan,Total finfish,Dollars,thousands,,x
2019,Saskatchewan,Total shellfish,Tonnes,units,,..
2019,Saskatchewan,Total shellfish,Dollars,thousands,,..
2019,Alberta,Total aquaculture,Tonnes,units,,x
2019,Alberta,Total aquaculture,Dollars,thousands,,x
2019,Alberta,Total finfish,Tonnes,units,,x
2019,Alberta,Total finfish,Dollars,thousands,,x
2019,Alberta,Total shellfish,Tonnes,units,,..
2019,Alberta,Total shellfish,Dollars,thousands,,..
2019,British Columbia,Total aquaculture,Tonnes,units,100293,
2019,British Columbia,Total aquaculture,Dollars,thousands,708660,
2019,British Columbia,Total finfish,Tonnes,units,90595,
2019,British Columbia,Total finfish,Dollars,thousands,681661,
2019,British Columbia,Total shellfish,Tonnes,units,9698,
2019,British Columbia,Total shellfish,Dollars,thousands,26999,
2020,Canada,Total aquaculture,Tonnes,units,166937,
2020,Canada,Total aquaculture,Dollars,thousands,1037247,
2020,Canada,Total finfish,Tonnes,units,139507,
2020,Canada,Total finfish,Dollars,thousands,956935,
2020,Canada,Total shellfish,Tonnes,units,27429,
2020,Canada,Total shellfish,Dollars,thousands,80313,
2020,Newfoundland and Labrador,Total aquaculture,Tonnes,units,10620,
2020,Newfoundland and Labrador,Total aquaculture,Dollars,thousands,57605,
