REF_DATE,GEO,Output and input components,SCALAR_FACTOR,VALUE,STATUS
2020,Prince Edward Island,Sales of aqua products and services,thousands,32335,
2020,Prince Edward Island,Gross value added (factor cost),thousands,17195,E
2020,Prince Edward Island,Salaries and wages,thousands,10704,
2020,Nova Scotia,Gross output,thousands,84588,
2020,Nova Scotia,Total operating revenue,thousands,95141,
2020,Nova Scotia,Sales of aqua products and services,thousands,94402,
2020,Nova Scotia,Gross value added (factor cost),thousands,1828,
2020,Nova Scotia,Salaries and wages,thousands,7720,
2020,New Brunswick,Gross output,thousands,158868,
2020,New Brunswick,Total operating revenue,thousands,161351,
2020,New Brunswick,Sales of aqua products and services,thousands,147327,E
2020,New Brunswick,Gross value added (factor cost),thousands,-40275,
2020,New Brunswick,Salaries and wages,thousands,24323,
2020,Quebec,Gross output,thousands,16108,
2020,Quebec,Total operating revenue,thousands,16016,
2020,Quebec,Sales of aqua products and services,thousands,14061,
2020,Quebec,Gross value added (factor cost),thousands,6145,E
2020,Quebec,Salaries and wages,thousands,3067,
2020,Ontario,Gross output,thousands,33595,
2020,Ontario,Total operating revenue,thousands,34529,
2020,Ontario,Sales of aqua products and services,thousands,34145,
2020,Ontario,Gross value added (factor cost),thousands,1652,E
2020,Ontario,Salaries and wages,thousands,4895,
2020,Prairie provinces,Gross output,thousands,,x
2020,Prairie provinces,Total operating revenue,thousands,,x
2020,Prairie provinces,Sales of aqua products and services,thousands,,x
2020,Prairie provinces,Gross value added (factor cost),thousands,,x
2020,Prairie provinces,Salaries and wages,thousands,,x
2020,British Columbia,Gross output,thousands,690501,
2020,British Columbia,Total operating revenue,thousands,708151,
2020,British Columbia,Sales of aqua products and services,thousands,679085,E
2020,British Columbia,Gross value added (factor cost),thousands,157537,E
2020,British Columbia,Salaries and wages,thousands,77749,
2021,Canada,Gross output,thousands,1314052,
2021,Canada,Total operating revenue,thousands,1414089,
2021,Canada,Sales of aqua products and services,thousands,1359506,
2021,Canada,Gross value added (factor cost),thousands,238564,
2021,Canada,Salaries and wages,thousands,145856,
2021,Newfoundland and Labrador,Gross output,thousands,117919,
2021,Newfoundland and Labrador,Total operating revenue,thousands,156076,
2021,Newfoundland and Labrador,Sales of aqua products and services,thousands,,x
2021,Newfoundland and Labrador,Gross value added (factor cost),thousands,-17789,
2021,Newfoundland and Labrador,Salaries and wages,thousands,12973,
2021,Prince Edward Island,Gross output,thousands,54616,
2021,Prince Edward Island,Total operating revenue,thousands,58105,
2021,Prince Edward Island,Sales of aqua products and services,thousands,50721,
2021,Prince Edward Island,Gross value added (factor cost),thousands,22140,E
2021,Prince Edward Island,Salaries and wages,thousands,10597,
2021,Nova Scotia,Gross output,thousands,109039,
2021,Nova Scotia,Total operating revenue,thousands,85745,
2021,Nova Scotia,Sales of aqua products and services,thousands,84295,
2021,Nova Scotia,Gross value added (factor cost),thousands,13582,
2021,Nova Scotia,Salaries and wages,thousands,7565,
2021,New Brunswick,Gross output,thousands,195664,
2021,New Brunswick,Total operating revenue,thousands,281055,
2021,New Brunswick,Sales of aqua products and services,thousands,267464,
2021,New Brunswick,Gross value added (factor cost),thousands,5356,E
2021,New Brunswick,Salaries and wages,thousands,24079,
2021,Quebec,Gross output,thousands,16676,
2021,Quebec,Total operating revenue,thousands,16784,
2021,Quebec,Sales of aqua products and services,thousands,15106,E
2021,Quebec,Gross value added (factor cost),thousands,5151,
2021,Quebec,Salaries and wages,thousands,3527,
2021,Ontario,Gross output,thousands,35049,
2021,Ontario,Total operating revenue,thousands,39876,
2021,Ontario,Sales of aqua products and services,thousands,,x
2021,Ontario,Gross value added (factor cost),thousands,7434,E
2021,Ontario,Salaries and wages,thousands,4699,
2021,Prairie provinces,Gross output,thousands,,x
2021,Prairie provinces,Total operating revenue,thousands,,x
2021,Prairie provinces,Sales of aqua products and services,thousands,,x
2021,Prairie provinces,Gross value added (factor cost),thousands,,x
2021,Prairie provinces,Salaries and wages,thousands,,x
2021,British Columbia,Gross output,thousands,785089,
2021,British Columbia,Total operating revenue,thousands,776448,
2021,British Columbia,Sales of aqua products and services,thousands,758592,
2021,British Columbia,Gross value added (factor cost),thousands,202691,E
2021,British Columbia,Salaries and wages,thousands,82414,
2022,Canada,Gross output,thousands,1477695,
2022,Canada,Total operating revenue,thousands,1402202,
2022,Canada,Sales of aqua products and services,thousands,1366954,
2022,Canada,Gross value added (factor cost),thousands,255989,
2022,Canada,Salaries and wages,thousands,153858,
2022,Newfoundland and Labrador,Gross output,thousands,129370,
2022,Newfoundland and Labrador,Total operating revenue,thousands,72939,
2022,Newfoundland and Labrador,Sales of aqua products and services,thousands,,x
2022,Newfoundland and Labrador,Gross value added (factor cost),thousands,6347,
2022,Newfoundland and Labrador,Salaries and wages,thousands,13103,
2022,Prince Edward Island,Gross output,thousands,58177,
2022,Prince Edward Island,Total operating revenue,thousands,58022,
2022,Prince Edward Island,Sales of aqua products and services,thousands,51582,
2022,Prince Edward Island,Gross value added (factor cost),thousands,17731,E
2022,Prince Edward Island,Salaries and wages,thousands,12505,
2022,Nova Scotia,Gross output,thousands,155797,
2022,Nova Scotia,Total operating revenue,thousands,161461,
2022,Nova Scotia,Sales of aqua products and services,thousands,159446,
2022,Nova Scotia,Gross value added (factor cost),thousands,55108,
2022,Nova Scotia,Salaries and wages,thousands,7641,
2022,New Brunswick,Gross output,thousands,216067,
2022,New Brunswick,Total operating revenue,thousands,107773,
2022,New Brunswick,Sales of aqua products and services,thousands,103281,E
2022,New Brunswick,Gross value added (factor cost),thousands,-35677,
2022,New Brunswick,Salaries and wages,thousands,27932,
2022,Quebec,Gross output,thousands,15425,
2022,Quebec,Total operating revenue,thousands,17281,
2022,Quebec,Sales of aqua products and services,thousands,13880,E
2022,Quebec,Gross value added (factor cost),thousands,4388,E
2022,Quebec,Salaries and wages,thousands,3774,
2022,Ontario,Gross output,thousands,32012,
2022,Ontario,Total operating revenue,thousands,26473,
2022,Ontario,Sales of aqua products and services,thousands,,x
2022,Ontario,Gross value added (factor cost),thousands,7183,E
2022,Ontario,Salaries and wages,thousands,4840,
2022,Prairie provinces,Gross output,thousands,,x
2022,Prairie provinces,Total operating revenue,thousands,,x
2022,Prairie provinces,Sales of aqua products and services,thousands,,x
2022,Prairie provinces,Gross value added (factor cost),thousands,,x
2022,Prairie provinces,Salaries and wages,thousands,,x
2022,British Columbia,Gross output,thousands,870847,
2022,British Columbia,Total operating revenue,thousands,958252,
2022,British Columbia,Sales of aqua products and services,thousands,940862,
2022,British Columbia,Gross value added (factor cost),thousands,200909,
2022,British Columbia,Salaries and wages,thousands,84063,
2023,Canada,Gross output,thousands,1481674,
2023,Canada,Total operating revenue,thousands,1346637,
2023,Canada,Sales of aqua products and services,thousands,1302745,
2023,Canada,Gross value added (factor cost),thousands,298169,
2023,Canada,Salaries and wages,thousands,153893,
2023,Newfoundland and Labrador,Gross output,thousands,243983,
2023,Newfoundland and Labrador,Total operating revenue,thousands,186759,
2023,Newfoundland and Labrador,Sales of aqua products and services,thousands,,x
2023,Newfoundland and Labrador,Gross value added (factor cost),thousands,67170,
2023,Newfoundland and Labrador,Salaries and wages,thousands,13234,
2023,Prince Edward Island,Gross output,thousands,53762,
2023,Prince Edward Island,Total operating revenue,thousands,56111,
2023,Prince Edward Island,Sales of aqua products and services,thousands,53423,
2023,Prince Edward Island,Gross value added (factor cost),thousands,6626,
2023,Prince Edward Island,Salaries and wages,thousands,16256,
2023,Nova Scotia,Gross output,thousands,127359,
2023,Nova Scotia,Total operating revenue,thousands,122255,
2023,Nova Scotia,Sales of aqua products and services,thousands,121793,
2023,Nova Scotia,Gross value added (factor cost),thousands,14942,
2023,Nova Scotia,Salaries and wages,thousands,7717,
2023,New Brunswick,Gross output,thousands,327554,
2023,New Brunswick,Total operating revenue,thousands,291097,
2023,New Brunswick,Sales of aqua products and services,thousands,287776,
2023,New Brunswick,Gross value added (factor cost),thousands,99152,
2023,New Brunswick,Salaries and wages,thousands,34915,
2023,Quebec,Gross output,thousands,17689,
2023,Quebec,Total operating revenue,thousands,15692,
2023,Quebec,Sales of aqua products and services,thousands,14211,E
2023,Quebec,Gross value added (factor cost),thousands,6600,E
2023,Quebec,Salaries and wages,thousands,3699,
2023,Ontario,Gross output,thousands,42507,
2023,Ontario,Total operating revenue,thousands,38054,
2023,Ontario,Sales of aqua products and services,thousands,,x
2023,Ontario,Gross value added (factor cost),thousands,-97,E
2023,Ontario,Salaries and wages,thousands,4937,
2023,Prairie provinces,Gross output,thousands,,x
2023,Prairie provinces,Total operating revenue,thousands,,x
2023,Prairie provinces,Sales of aqua products and services,thousands,,x
2023,Prairie provinces,Gross value added (factor cost),thousands,,x
2023,Prairie provinces,Salaries and wages,thousands,,x
2023,British Columbia,Gross output,thousands,668819,
2023,British Columbia,Total operating revenue,thousands,636668,
2023,British Columbia,Sales of aqua products and services,thousands,602981,
2023,British Columbia,Gross value added (factor cost),thousands,103776,
2023,British Columbia,Salaries and wages,thousands,73134,
2024,Canada,Gross output,thousands,1508417,
2024,Canada,Total operating revenue,thousands,1489666,
2024,Canada,Sales of aqua products and services,thousands,1418305,
2024,Canada,Gross value added (factor cost),thousands,236247,
2024,Canada,Salaries and wages,thousands,152168,
2024,Newfoundland and Labrador,Gross output,thousands,281258,
2024,Newfoundland and Labrador,Total operating revenue,thousands,263904,
2024,Newfoundland and Labrador,Sales of aqua products and services,thousands,,x
2024,Newfoundland and Labrador,Gross value added (factor cost),thousands,18000,
2024,Newfoundland and Labrador,Salaries and wages,thousands,12440,
2024,Prince Edward Island,Gross output,thousands,76280,
2024,Prince Edward Island,Total operating revenue,thousands,70241,
2024,Prince Edward Island,Sales of aqua products and services,thousands,54901,
2024,Prince Edward Island,Gross value added (factor cost),thousands,40347,E
2024,Prince Edward Island,Salaries and wages,thousands,17394,
2024,Nova Scotia,Gross output,thousands,115693,
2024,Nova Scotia,Total operating revenue,thousands,117923,
2024,Nova Scotia,Sales of aqua products and services,thousands,115708,
2024,Nova Scotia,Gross value added (factor cost),thousands,20269,
2024,Nova Scotia,Salaries and wages,thousands,7640,
2024,New Brunswick,Gross output,thousands,354474,
2024,New Brunswick,Total operating revenue,thousands,325684,
2024,New Brunswick,Sales of aqua products and services,thousands,319979,
2024,New Brunswick,Gross value added (factor cost),thousands,121777,E
2024,New Brunswick,Salaries and wages,thousands,33519,
2024,Quebec,Gross output,thousands,15076,
2024,Quebec,Total operating revenue,thousands,16895,
2024,Quebec,Sales of aqua products and services,thousands,14957,E
2024,Quebec,Gross value added (factor cost),thousands,5641,E
2024,Quebec,Salaries and wages,thousands,3884,
2024,Ontario,Gross output,thousands,38947,
2024,Ontario,Total operating revenue,thousands,38685,
2024,Ontario,Sales of aqua products and services,thousands,,x
2024,Ontario,Gross value added (factor cost),thousands,8614,
2024,Ontario,Salaries and wages,thousands,4888,
2024,Prairie provinces,Gross output,thousands,,x
2024,Prairie provinces,Total operating revenue,thousands,,x
2024,Prairie provinces,Sales of aqua products and services,thousands,,x
2024,Prairie provinces,Gross value added (factor cost),thousands,,x
2024,Prairie provinces,Salaries and wages,thousands,,x
2024,British Columbia,Gross output,thousands,626689,
2024,British Columbia,Total operating revenue,thousands,656334,
2024,British Columbia,Sales of aqua products and services,thousands,612965,
2024,British Columbia,Gross value added (factor cost),thousands,21600,
2024,British Columbia,Salaries and wages,thousands,72403,
